3057723021,g,Edmond Honda,227,152.92631578947368
4110233864,g,Edmond Honda,1008,519.2727272727273
3506458353,g,Edmond Honda,221,110.5
4152833290,g,Edmond Honda,559,275.7058823529412
3915971631,g,Edmond Honda,714,285.6
1667601665,g,Jamie,613,238.86854460093898
1567082509,g,Jamie,149,33.64516129032258
3184978508,g,Kimberly,138,86.92207792207793
4073788329,g,Kimberly,965,367.6190476190476
2807828860,g,Chun-Li,747,283.8379970544919
1238632867,g,Chun-Li,356,137.99762187871582
3993342437,g,Chun-Li,320,175.48387096774192
1965642817,g,Manon,173,99.90140845070422
3212667927,g,Manon,692,276.8
2005188519,g,Manon,95,65.70993914807302
1091175158,g,Manon,164,89.6875
2315425193,g,Lily,196,115.98165137614679
1074400699,g,Marisa,884,511.9691119691119
3631778057,g,Zangief,390,200.11235955056182
2288335010,g,Zangief,519,272.43695014662757
2631536100,g,Cammy,241,115.14444444444445
2237515704,g,Cammy,103,39.518367346938774
2110888257,g,Cammy,300,163.63636363636363
3431212203,g,Cammy,97,48.62796833773087
2806310772,g,Ryu,729,513.6136363636364
1510442793,g,Ryu,587,287.81935483870967
3550899009,g,Ryu,789,399.2530120481927
2649877656,g,Ryu,141,93.66428571428571
1638721597,g,Ken,240,111.05882352941177
1699079439,g,Manon,590,349.6296296296296
3231556419,g,JP,254,155.67741935483872
2409510285,g,Edmond Honda,135,96.42857142857143
1587405719,g,Ryu,1033,516.5
1327323992,g,Guile,726,386.43615494978474
1246804782,g,Ken,618,385.86567164179104
2159866931,g,Zangief,559,270.2857142857143
2271646725,g,Ken,971,421.37735849056605
1446374754,g,Luke,655,462.3529411764706
1028422863,g,Lily,416,216.25396825396828
1118669225,g,Edmond Honda,1472,669.0909090909091
2848362333,g,Kimberly,118,64.82716049382717
2365250743,g,Lily,327,170.52147239263803
1754290077,g,Lily,375,263.1578947368421
3958560304,g,Juri,198,106.75576036866359
2157053975,g,Marisa,311,188.14946619217085
3512334080,g,Random,4197,2098.5
3359274156,g,Kimberly,1050,484.61538461538464
1287823289,g,Manon,248,150.10526315789474
1342389833,g,Manon,1444,481.3333333333333
4259471668,g,Edmond Honda,201,100.5
3980485562,g,Guile,273,122.85000000000001
2344354967,g,Manon,323,167.75968992248062
1453003361,g,JP,322,166.78443113772457
1250167722,g,Cammy,556,269.4273127753304
2161846448,g,Ken,542,280.580808080808
2713797945,g,Ken,212,130.50696378830085
3668726253,g,Edmond Honda,575,355.14705882352945
1827590935,g,Ken,707,351.02797202797206
3242878415,g,Manon,571,227.04047619047617
1222985573,g,Jamie,622,152.32653061224488
2059841497,g,Manon,973,426.52054794520546
1725440308,g,Manon,538,220.0909090909091
1279483086,g,Random,522,323.14285714285717
2612604038,g,Zangief,117,55.679626749611195
3839044349,g,Zangief,437,214.79661016949154
3973489745,g,Zangief,122,68.2319587628866
3472747839,g,JP,412,251.96694214876032
1082413148,g,Cammy,237,127.17073170731707
2794026772,g,Cammy,2258,1405.9245283018868
2837967727,g,Manon,92,42.857142857142854
1106506050,g,Manon,236,140.75336322869953
