4257642684,b,Ryu,200,83.87096774193549
4024400971,b,JP,528,158.4
2814374749,b,JP,134,69.3103448275862
2251008371,b,JP,326,0.0
2441408106,b,JP,683,341.5
2038149255,b,JP,410,112.54901960784315
2894627501,b,JP,807,432.32142857142856
1616256954,b,Luke,160,80.0
3735789626,b,Ken,179,93.19834710743802
3795853476,b,Chun-Li,584,222.65468549422334
1392666564,b,Marisa,465,201.0810810810811
2077542733,b,Lily,162,92.3225806451613
2174824698,b,Ryu,179,74.31696428571429
2103225533,b,Guile,238,122.1818181818182
3921264703,b,Cammy,105,44.891304347826086
2865770431,b,Ryu,432,337.5
3055425585,b,JP,657,281.57142857142856
1759531373,b,JP,321,175.546875
3762966603,b,Ryu,583,291.5
1100814222,b,JP,329,141.13352272727272
1303862412,b,Blanka,100,69.23076923076923
3983083588,b,Juri,161,67.01081081081081
2395186514,b,Juri,327,120.78378378378379
2158189360,b,Juri,184,75.80524344569288
1932951324,b,Ryu,884,241.09090909090907
1901509789,b,Dhalsim,380,245.8823529411765
1591369048,b,Cammy,1044,413.92070484581495
3865977791,b,Cammy,768,271.05882352941177
1381766614,b,Cammy,146,73.0
1479538568,b,Cammy,121,35.91324200913242
3361089080,b,Cammy,471,157.0
3287355368,b,Cammy,221,99.80645161290322
1172870861,b,Ryu,426,255.6
2187366285,b,Ryu,415,153.95161290322582
1535171827,b,Ryu,147,77.4375
4213957984,b,Ryu,117,54.0264705882353
1497434799,b,Guile,172,38.8013468013468
3731607465,b,Luke,106,59.625
3336290472,b,Ryu,723,281.1666666666667
2849991196,b,Luke,305,166.36363636363635
2987100645,b,Luke,125,62.5
2104875959,b,Ryu,97,46.34444444444445
2404930933,b,Ryu,460,230.0
2987502626,b,Luke,101,40.400000000000006
3747316869,b,Ryu,104,56.72727272727272
1915052416,b,Luke,399,160.88709677419354
2085634249,b,Ryu,567,406.5283018867924
2986101907,b,Ken,1372,894.7826086956522
4228466744,b,Ryu,99,37.800000000000004
1872725357,b,Ryu,1493,610.7727272727274
3587050124,b,Ryu,863,339.6914893617021
2864397628,b,Ryu,746,375.20710059171597
1486916399,b,Ryu,224,101.81818181818181
2821078402,b,Lily,1505,822.1759259259259
3034667248,b,Guile,140,76.26865671641791
1191623169,b,Blanka,1021,415.96296296296293
1666446571,b,Guile,281,163.91666666666669
2337673794,b,Guile,601,337.1463414634147
2595413521,b,Luke,272,172.26666666666665
2284543146,b,Luke,201,81.41772151898734
1134371769,b,Luke,172,71.17241379310344
1038472953,b,Luke,490,267.27272727272725
1899892610,b,Luke,250,147.05882352941177
1551264343,b,Ryu,861,387.45
3550126347,b,Ken,585,259.07142857142856
1068873775,b,Dee Jay,175,94.70588235294117
4141482585,b,Juri,138,66.71900826446281
1886778646,b,Luke,176,88.98876404494382
3691592384,b,Jamie,478,215.5686274509804
2461120875,b,Jamie,1205,487.73809523809524
2599710665,b,Jamie,368,179.78625954198472
4144633290,b,Kimberly,990,445.5
1543069961,b,Manon,874,460.0
2023480943,b,Zangief,359,235.20689655172413
3720832451,b,Marisa,934,0.0
2796552253,b,Ryu,217,94.7816091954023
2760109581,b,Lily,132,63.66371681415929
3513546912,b,Marisa,1057,176.16666666666666
3752560398,b,Blanka,105,32.5
2525383698,b,Blanka,148,83.25
4203610424,b,Juri,179,115.07142857142858
1758749055,b,Juri,450,196.875
3123119910,b,Chun-Li,111,55.5
3336157944,b,Juri,103,45.01481481481482
3376242069,b,Juri,212,100.69999999999999
3391909775,b,Chun-Li,511,102.2
3692026909,b,Chun-Li,102,40.800000000000004
1612020990,b,Juri,276,109.39407744874715
1416624838,b,Marisa,1047,0.0
1073949548,b,Ken,374,139.45762711864407
3434724592,b,Marisa,449,239.87671232876713
1314270895,b,Marisa,189,113.39999999999999
3391870776,b,Marisa,154,77.82795698924731
3214022626,b,Marisa,118,43.473684210526315
3229738794,b,Marisa,1263,574.0909090909091
2234098399,b,Marisa,124,53.85142857142857
2895817764,b,Marisa,102,48.0
3810427675,b,Marisa,638,255.20000000000002
3133576792,b,Dee Jay,383,149.46341463414635
2088986708,b,Marisa,414,273.5357142857143
1713459253,b,Chun-Li,145,46.774193548387096
1849881433,b,Chun-Li,357,167.03669724770643
4267090614,b,Chun-Li,104,31.2
4009723438,b,Chun-Li,415,41.5
1540694720,b,Chun-Li,93,48.050000000000004
2729372552,b,Chun-Li,106,39.94202898550725
1340860072,b,Chun-Li,1529,527.2413793103449
1079234986,b,Edmond Honda,366,195.2
3437636952,b,Chun-Li,103,45.30696202531646
2393985800,b,Chun-Li,229,96.88461538461539
3590228336,b,Edmond Honda,448,244.36363636363635
3554191928,b,Chun-Li,171,85.5
3272799634,b,Ken,560,205.2542372881356
3540338265,b,Ken,181,86.0972972972973
1961256379,b,Ken,141,60.23300970873786
2994135423,b,Ken,211,92.02492211838006
2168600490,b,Ken,208,99.54285714285714
1291479202,b,Ken,126,57.68674698795181
4185722003,b,Dee Jay,327,125.76923076923077
2263820216,b,Luke,94,70.5
3892004585,b,Luke,420,190.9090909090909
3532941017,b,Edmond Honda,1254,660.0
2287955221,b,Edmond Honda,284,162.28571428571428
2434536649,b,Edmond Honda,119,64.9090909090909
1469573306,b,Edmond Honda,2111,980.1071428571429
2761818592,b,Edmond Honda,613,260.06060606060606
3978909639,b,Edmond Honda,196,89.0909090909091
3441427550,b,Edmond Honda,448,247.17241379310343
2554032495,b,Edmond Honda,719,326.8181818181818
3595363435,b,Edmond Honda,459,83.45454545454545
2956552547,b,Juri,114,59.64238410596027
1869056489,b,Juri,167,75.18957345971563
1901190535,b,Juri,513,335.78181818181815
4116168627,b,Juri,125,61.91588785046729
3266595813,b,Luke,152,81.06666666666666
1269739060,b,Luke,603,219.36215334420882
1072583969,b,Luke,232,128.0
1782383992,b,Luke,126,78.4
3696880030,b,Edmond Honda,520,272.3809523809524
4106054373,b,Edmond Honda,210,102.66666666666666
1694332684,b,Jamie,109,46.972375690607734
2202204798,b,Jamie,275,120.83333333333333
2307281907,b,Kimberly,133,83.45098039215686
2602126512,b,Kimberly,359,198.93630573248407
3261256916,b,Manon,101,46.648305084745765
2841150450,b,Manon,821,248.78787878787878
1034274462,b,Manon,92,78.08780487804877
3645735611,b,Manon,373,165.5991379310345
3474783673,b,Manon,395,201.88888888888889
2626870314,b,Juri,151,49.69009584664537
3587996437,b,JP,112,57.931034482758626
1723007515,b,Juri,251,95.61904761904762
1153426636,b,Guile,685,276.4035087719298
1838436361,b,Luke,557,168.8967741935484
1897550641,b,Guile,2022,1140.6153846153845
1528417255,b,Luke,93,59.61538461538462
1667188610,b,Edmond Honda,143,79.0569105691057
3169402930,b,Jamie,187,90.75
2241153542,b,Random,285,144.2378048780488
4125528188,b,Random,145,62.70270270270271
4256291780,b,Chun-Li,302,110.91975308641976
4062440214,b,Chun-Li,140,71.70731707317073
3646222918,b,Manon,141,77.26027397260273
2411947647,b,Zangief,181,82.83050847457628
3762815706,b,Zangief,349,209.4
2721173858,b,JP,1941,388.20000000000005
2769431907,b,JP,116,65.56521739130434
3586690386,b,JP,167,69.33030303030303
1345253457,b,JP,677,123.0909090909091
2396711252,b,JP,1609,746.839590443686
1838415704,b,JP,1488,496.0
2542561254,b,JP,1287,533.1857142857143
3164140540,b,JP,473,162.17142857142858
1579997364,b,JP,648,28.17391304347826
1293897298,b,Chun-Li,251,114.18039215686274
3270334904,b,Chun-Li,212,106.6583850931677
2714404274,b,Manon,331,178.23076923076923
3503854579,b,Manon,107,68.0909090909091
1984512279,b,Manon,117,56.0
1127268946,b,Manon,1178,543.6923076923077
1858653564,b,Manon,373,149.68546637744035
1426221172,b,Manon,403,227.57647058823528
2215782401,b,Zangief,192,116.49438202247191
1148696577,b,Zangief,925,518.0
3388228017,b,Zangief,902,379.1014492753623
1365460269,b,Zangief,207,117.94186046511628
2088501603,b,Zangief,295,193.44262295081967
2255261218,b,JP,190,116.92307692307693
2715323187,b,Cammy,188,81.9009900990099
2891655023,b,Cammy,207,144.0
1278611928,b,Cammy,453,223.11940298507463
1618813943,b,Marisa,338,214.06666666666666
3529300302,b,Dhalsim,690,414.0
1785181568,b,Kimberly,321,153.3134328358209
1143820822,b,Ken,362,188.24
1162119524,b,Ken,90,43.0
3398072600,b,Luke,153,68.85000000000001
2352745234,b,Luke,651,363.0576923076923
1069469613,b,Ryu,232,167.34426229508196
3626633328,b,Juri,92,46.53488372093023
1478397914,b,Zangief,92,23.9349593495935
1684810288,b,Dhalsim,403,120.89999999999999
2641005749,b,Ryu,161,77.51851851851852
3394388871,b,Marisa,427,175.375
2801040997,b,Ken,183,77.3658536585366
2639869422,b,Ken,114,53.91891891891892
1694970112,b,Manon,111,58.22950819672131
3549947947,b,Juri,101,47.529411764705884
2106426328,b,Ryu,253,138.0
2279582815,b,Ken,97,67.15384615384615
4254825795,b,Marisa,951,317.0
2626336875,b,Ken,522,214.6
1759162688,b,Ken,497,277.3953488372093
3506066013,b,Jamie,648,391.8139534883721
1286378555,b,Kimberly,1054,491.8666666666667
2545894127,b,Luke,192,90.89855072463769
3832509481,b,Zangief,418,190.0
1615272502,b,Juri,121,58.90789473684211
2526730386,b,Zangief,923,479.25000000000006
3715206313,b,Juri,210,107.45614035087719
1095920935,b,Juri,229,74.08823529411765
1068139458,b,Juri,192,92.63157894736842
3134096412,b,Juri,150,74.39024390243902
2933957761,b,Juri,1275,488.29787234042556
2600174913,b,Marisa,95,47.5
2407724717,b,Manon,122,75.57522123893804
2438607008,b,Marisa,321,175.09090909090907
2028107467,b,Marisa,109,45.276923076923076
2412989778,b,Marisa,469,219.07236842105263
1356529623,b,Marisa,218,86.76616915422886
3666733956,b,Zangief,796,335.1578947368421
2285741282,b,Zangief,225,101.25
3779218934,b,Zangief,326,176.58333333333331
2367215257,b,Zangief,298,162.54545454545453
1272142167,b,Zangief,149,65.1875
1965195301,b,Zangief,151,107.85714285714286
1779965421,b,Zangief,136,50.746268656716424
2756166798,b,Zangief,257,123.36
1737709731,b,Zangief,153,53.372093023255815
2957013091,b,Zangief,688,125.0909090909091
3059070503,b,Zangief,135,67.5
3310211064,b,Zangief,378,240.54545454545453
1110611672,b,Luke,849,313.7608695652174
1693265854,b,Jamie,164,79.51515151515152
2159021001,b,Dhalsim,467,229.67213114754097
2578168546,b,Kimberly,170,80.99476439790575
2084034162,b,Kimberly,619,247.60000000000002
2120902623,b,Chun-Li,698,398.85714285714283
1472198976,b,Ryu,1142,470.235294117647
4276653365,b,Ryu,569,375.02272727272725
3742981513,b,Ken,198,96.9795918367347
2899849306,b,Ken,251,132.7935871743487
2366317531,b,Dee Jay,115,65.0
1382345223,b,Lily,134,64.0
1524703744,b,Juri,402,168.99363057324842
1914347279,b,Juri,412,270.1320754716981
1280846908,b,Marisa,1019,591.6774193548388
1017164576,b,Chun-Li,136,57.13609467455621
3550288281,b,Manon,92,42.93333333333334
2259683386,b,Manon,154,86.98148148148148
2307255053,b,Manon,400,132.78688524590163
2440228591,b,Ken,1383,528.7941176470588
3039859986,b,Zangief,1075,343.0851063829787
1605593905,b,Zangief,154,88.0
1523499830,b,Ken,161,83.09677419354838
1723496923,b,Zangief,123,71.09174311926606
1292226475,b,Ken,199,88.05309734513274
1736266043,b,Zangief,326,164.03821656050957
3509521171,b,Zangief,92,36.14285714285714
3726610757,b,Zangief,374,210.375
3001615565,b,Dhalsim,609,160.26315789473682
4044364098,b,Cammy,765,313.3734939759036
3452238844,b,Kimberly,192,76.80000000000001
4070353178,b,Kimberly,1437,287.40000000000003
1799367059,b,Kimberly,100,67.56756756756756
1403297748,b,Chun-Li,828,345.0
4207099419,b,Kimberly,221,110.5
1456381580,b,Manon,169,97.8421052631579
2071587061,b,Kimberly,611,351.7878787878788
2865182195,b,Kimberly,105,51.85185185185185
3931366099,b,Zangief,887,532.1999999999999
3650782761,b,Kimberly,300,180.0
3735296945,b,Kimberly,254,124.04651162790697
2484880610,b,Cammy,671,391.4166666666667
1746974192,b,Kimberly,182,76.44
2037770926,b,Kimberly,450,204.54545454545453
2152373785,b,Kimberly,969,484.5
1777519337,b,Kimberly,198,118.8
3136630906,b,Kimberly,98,49.0
3162240664,b,Kimberly,265,119.94736842105263
